Part ID,Package,Layer,Rotation,X,Y
J1,TST-113-XX-Y-D,TOP,-180,0,-20.32
J2,TST-113-XX-Y-D,TOP,-180,0,15.24
U1,SOIC127P600X175-14N-CAP,TOP,-90,-18.318,-6.53499
U2,SOIC127P600X175-14N-CAP,TOP,-90,-5.618,-6.53499
U3,SOIC127P600X175-14N-CAP,TOP,-90,7.082,-6.53499
U4,SOIC127P600X175-14N-CAP,TOP,-90,19.782,-6.53499
USER BUS,TST-110-XX-Y-D,TOP,180,0,27.94
U5,SOIC127P600X175-14N-CAP,TOP,-90,19.782,3.62501
USER1,TST-107-XX-Y-D,TOP,-180,0,40.64
